date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:02:24	165863/165863	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:09%20GMT	https://metanft.hasnaanajmi.org/images/collections/24.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/collections/24.jpg	(from https://metanft.hasnaanajmi.org/collection.html)
04:02:27	158940/158940	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/blog/3.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/blog/3.jpg	(from https://metanft.hasnaanajmi.org/blog.html)
04:02:31	1029861/1029861	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:09%20GMT	https://metanft.hasnaanajmi.org/images/collections/17.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/collections/17.jpg	(from https://metanft.hasnaanajmi.org/collection.html)
04:02:31	772397/772397	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:09%20GMT	https://metanft.hasnaanajmi.org/images/collections/19.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/collections/19.jpg	(from https://metanft.hasnaanajmi.org/collection.html)
04:02:32	1071840/1071840	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:09%20GMT	https://metanft.hasnaanajmi.org/images/collections/20.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/collections/20.jpg	(from https://metanft.hasnaanajmi.org/collection.html)
04:02:35	137681/137681	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/blog/5.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/blog/5.jpg	(from https://metanft.hasnaanajmi.org/blog.html)
04:02:36	5381/5381	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/comments/1.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/comments/1.jpg	(from https://metanft.hasnaanajmi.org/blog-single.html)
04:02:37	3781/3781	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/comments/2.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/comments/2.jpg	(from https://metanft.hasnaanajmi.org/blog-single.html)
04:02:37	2990/2990	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/comments/3.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/comments/3.jpg	(from https://metanft.hasnaanajmi.org/blog-single.html)
04:02:38	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Jul%202023%2003:02:39%20GMT	https://metanft.hasnaanajmi.org/css/owl.video.play.html	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/css/owl.video.play.html	(from https://metanft.hasnaanajmi.org/css/owl.carousel.min.css)
04:02:41	780869/780869	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/blog/6.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/blog/6.jpg	(from https://metanft.hasnaanajmi.org/blog.html)
04:02:41	1029861/1029861	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/blog/4.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/blog/4.jpg	(from https://metanft.hasnaanajmi.org/blog.html)
04:02:59	1002916/1002916	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2011:27:08%20GMT	https://metanft.hasnaanajmi.org/images/blog/7.jpg	C:/Users/PAVILION/Desktop/testsite/meta/metanft.hasnaanajmi.org/images/blog/7.jpg	(from https://metanft.hasnaanajmi.org/blog-single.html)
